"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_biomass_stemwood","conversion_factor_pri_biomass_pellets_pp","conversion_factor_pri_biomass_wood_chips_pp","conversion_factor_pri_biomass_wood_chips_pr","conversion_factor_pri_biomass_straw_bales_pr","conversion_factor_pri_biomass_wood_chips_sr","conversion_factor_pri_biomass_pellets_sr","conversion_factor_pri_waste_other_bio_sr","conversion_factor_pri_waste_municipal_bio","conversion_factor_pri_waste_wood","conversion_factor_pri_sewage_sludge","conversion_factor_sec_elec","ef_pri_biomass_stemwood_emi_co2_f_pow","ef_pri_biomass_pellets_pp_emi_co2_f_pow","ef_pri_biomass_wood_chips_pp_emi_co2_f_pow","ef_pri_biomass_wood_chips_pr_emi_co2_f_pow","ef_pri_biomass_straw_bales_pr_emi_co2_f_pow","ef_pri_biomass_wood_chips_sr_emi_co2_f_pow","ef_pri_biomass_pellets_sr_emi_co2_f_pow","ef_pri_waste_other_bio_sr_emi_co2_f_pow","ef_pri_waste_municipal_bio_emi_co2_f_pow","ef_pri_waste_wood_emi_co2_f_pow","ef_pri_sewage_sludge_emi_co2_f_pow"
124,"FR",2024,"pow_combustion_st_biomass_01",421.812,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979716,6.55800661979716,6.55800661979716,6.55800661979716,6.55800661979716,6.55800661979716,6.55800661979716,6.55800661979716,6.55800661979716,6.55800661979716,6.55800661979716,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
125,"FR",2027,"pow_combustion_st_biomass_01",374.974,0.0,0.0,50220.3925760006,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
126,"FR",2030,"pow_combustion_st_biomass_01",366.774,0.0,0.0,50220.3925760006,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
127,"FR",2035,"pow_combustion_st_biomass_01",295.1,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
128,"FR",2040,"pow_combustion_st_biomass_01",218.488,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
129,"FR",2045,"pow_combustion_st_biomass_01",49.665,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
130,"FR",2050,"pow_combustion_st_biomass_01",27.0,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
131,"FR",2060,"pow_combustion_st_biomass_01",27.0,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
132,"FR",2070,"pow_combustion_st_biomass_01",27.0,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
133,"GB",2020,"pow_combustion_st_biomass_01",335.38,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
134,"GB",2021,"pow_combustion_st_biomass_01",335.38,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
135,"GB",2024,"pow_combustion_st_biomass_01",291.88,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
136,"GB",2027,"pow_combustion_st_biomass_01",238.08,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
137,"GB",2030,"pow_combustion_st_biomass_01",100.28,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
138,"GB",2035,"pow_combustion_st_biomass_01",100.28,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
139,"GB",2040,"pow_combustion_st_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
140,"GB",2045,"pow_combustion_st_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
141,"GB",2050,"pow_combustion_st_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
142,"GB",2060,"pow_combustion_st_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
143,"GB",2070,"pow_combustion_st_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
144,"GR",2020,"pow_combustion_st_biomass_01",0.5,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
145,"GR",2021,"pow_combustion_st_biomass_01",0.5,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
146,"GR",2024,"pow_combustion_st_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
147,"GR",2027,"pow_combustion_st_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
148,"GR",2030,"pow_combustion_st_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
149,"GR",2035,"pow_combustion_st_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
150,"GR",2040,"pow_combustion_st_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
151,"GR",2045,"pow_combustion_st_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
152,"GR",2050,"pow_combustion_st_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
153,"GR",2060,"pow_combustion_st_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
154,"GR",2070,"pow_combustion_st_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
155,"HU",2020,"pow_combustion_st_biomass_01",49.9,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
156,"HU",2021,"pow_combustion_st_biomass_01",49.9,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
